BSE SYMBOL,ISIN No,Type
NAM,INE792G01011,Equity
METSL,INE318N01011,Equity
JACKSON,INE508N01025,Equity
WORTH,INE114O01020,Equity
TPROJECT,INE901C01017,Equity
AMARSEC,INE745P01010,Equity
CTL,INE172D01021,Equity
TARINI,INE849M01017,Equity
YAANENT,INE969E01010,Equity
ANVRDHI,INE075K01013,Equity
RAAMA,INE516P01015,Equity
GOLDCOINHF,INE634J01027,Equity
BRPL,INE319Q01012,Equity
ARMAN,INE510P01018,Equity
SMTEL,INE673E01018,Equity
JAMESWARREN,INE718P01017,Equity
VISTARAMAR,INE878P01019,Equity
FRUTION,INE836C01015,Equity
TRIVENIENT,INE916P01025,Equity
BHANDERI,INE336Q01016,Equity
ZINEMA,INE641Q01019,Equity
CEMAINFRA,INE222B01028,Equity
TTIENT,INE404F01031,Equity
VISHAL,INE755Q01025,Equity
TOYAMSL,INE457P01020,Equity
GAJANANSEC,INE868G01019,Equity
UNISON,INE099D01026,Equity
RTFL,INE840I01014,Equity
VRL,INE406F01010,Equity
QGO,INE837C01013,Equity
PURSHOTTAM,INE729C01020,Equity
HCLTD,INE691J01019,Equity
SIROHIA,INE785O01019,Equity
MIIL,INE898Q01015,Equity
CITYONLINE,INE158C01014,Equity
ULTRACAB,INE010R01023,Equity
RCCL,INE929D01016,Equity
ETIL,INE937K01014,Equity
ATISHAY,INE011R01013,Equity
SANGAMFIN,INE475D01010,Equity
DHABRIYA,INE260R01016,Equity
ARYACAPM,INE229R01011,Equity
HANMAN,INE982Q01017,Equity
VGCL,INE761Q01015,Equity
PANABYTE,INE516E01019,Equity
JSHL,INE401Q01018,Equity
CRANEINFRA,INE176L01017,Equity
NIYOGIN,INE480D01010,Equity
ASIACAP,INE131Q01011,Equity
KALYANCAP,INE149Q01021,Equity
CITIZEN,INE473L01018,Equity
GBFL,INE997C01015,Equity
GILADAFINS,INE918C01029,Equity
JETSOLAR,INE155R01018,Equity
AANCHALISP,INE322R01022,Equity
CAPPIPES,INE513R01026,Equity
KAIZENAGRO,INE891N01017,Equity
JMJFIN,INE242Q01016,Equity
JSTL,INE237B01018,Equity
ICL,INE407P01017,Equity
SCC,INE892C01018,Equity
PANAFIC,INE655P01029,Equity
MYMONEY,INE232L01018,Equity
AMARNATH,INE985Q01010,Equity
CSL,INE183Q01020,Equity
NEXUSSURGL,INE370Q01015,Equity
GALADAFIN,INE243E01010,Equity
EMERALD,INE030Q01015,Equity
MKEXIM,INE227F01010,Equity
OCTAL,INE513C01010,Equity
MIHIKA,INE779Q01017,Equity
SHRINIWAS,INE201F01015,Equity
VANICOM,INE661Q01017,Equity
RAFL,INE865P01016,Equity
COSYN,INE029B01019,Equity
SOFCOM,INE499Q01012,Equity
NAPL,INE223R01014,Equity
KARNAVATI,INE554R01020,Equity
ABHIFIN,INE723C01015,Equity
ALFL,INE211D01027,Equity
MERCURYLAB,INE947G01011,Equity
CONCORD,INE858L01010,Equity
WARDINMOBI,INE945P01024,Equity
SHREESEC,INE397C01026,Equity
TALBROSENG,INE717E01013,Equity
SAPL,INE002E01010,Equity
PUROHITCON,INE147J01012,Equity
JAYATMA,INE246D01015,Equity
CHENFERRO,INE777O01016,Equity
MEGRISOFT,INE756R01013,Equity
GITARENEW,INE776O01018,Equity
KALPACOMME,INE059Q01014,Equity
NEIL,INE396C01010,Equity
STARHFL,INE526R01028,Equity
SSPNFIN,INE820R01017,Equity
FRASER,INE184Q01010,Equity
TIRUPATIIN,INE812Q01016,Equity
GANVERSE,INE369Q01017,Equity
RAJPUTANA,INE751R01014,Equity
CCDL,INE187R01029,Equity
URSUGAR,INE904R01027,Equity
FILTRA,INE541R01019,Equity
ATHCON,INE291R01011,Equity
NORTHLINK,INE736P01019,Equity
SHESHAINDS,INE193R01019,Equity
SAB,INE137M01017,Equity
ALANSCOTT,INE273F01022,Equity
OPCHAINS,INE118Q01018,Equity
SUJALA,INE029H01016,Equity
JAINMARMO,INE780Q01015,Equity
GRAMEVA,INE578R01011,Equity
PALCO,INE239L01013,Equity
BODHTREE,INE104F01029,Equity
VBIND,INE334E01017,Equity
SARVOTTAM,INE822Q01015,Equity
WARDWIZFBL,INE761D01021,Equity
PANTH,INE945O01019,Equity
ICSL,INE682B01023,Equity
VLL,INE347L01022,Equity
HELPAGE,INE738P01015,Equity
HAWAENG,INE230I01018,Equity
ADHBHUTIN,INE578L01014,Equity
DFL,INE848N01017,Equity
POEL,INE035S01028,Equity
AEL,INE829P01020,Equity
NOBPOL,INE203Q01026,Equity
GVBL,INE574D01010,Equity
GARMNTMNTR,INE653S01028,Equity
SRESTHA,INE606K01049,Equity
SAUMYA,INE563C01015,Equity
MUL,INE150D01027,Equity
MISHKA,INE540S01019,Equity
GROWINGTON,INE451S01027,Equity
HCKKVENTURE,INE345Q01017,Equity
LOYAL,INE876S01017,Equity
GGPL,INE480S01026,Equity
CHEMIESYNT,INE829R01018,Equity
SURYAINDIA,INE446E01019,Equity
STARDELTA,INE541K01014,Equity
AMRAFIN,INE990S01016,Equity
SAMSRITA,INE579N01018,Equity
PECOS,INE484S01010,Equity
MSL,INE829S01016,Equity
SYMBIOX,INE653R01012,Equity
SUNRAKSHAK,INE671K01027,Equity
THINKINK,INE365S01045,Equity
UNIAUTO,INE203T01012,Equity
CALLISTA,INE714Q01014,Equity
WAAREE,INE725P01012,Equity
PBFL,INE212Q01019,Equity
SALAUTO,INE724G01014,Equity
POLYSPIN,INE914G01029,Equity
SML,INE848R01018,Equity
MAHAVEER,INE019D01016,Equity
ACME,INE636B01011,Equity
KCL,INE926E01010,Equity
VISHALBL,INE060T01024,Equity
PJL,INE473T01011,Equity
NAKSH,INE256S01012,Equity
DITCO,INE183R01010,Equity
SWAGTAM,INE150R01019,Equity
KUBERJI,INE594R01018,Equity
NEERAJ,INE894J01019,Equity
TEJNAKSH,INE030T01027,Equity
BRIPORT,INE661F01010,Equity
RFSL,INE201C01012,Equity
IGCIL,INE099S01016,Equity
ARYAVAN,INE360S01012,Equity
TFSL,INE761R01013,Equity
PANORAMA,INE258R01028,Equity
SHREEGANES,INE051N01026,Equity
GTV,INE910R01024,Equity
TFLL,INE027S01017,Equity
GARBIFIN,INE721C01019,Equity
SMARTFIN,INE766D01020,Equity
RAJKOTINV,INE176R01014,Equity
ADCON,INE805Q01028,Equity
UDAYJEW,INE551B01012,Equity
SATTVASUKU,INE280E01038,Equity
NAVIGANT,INE364T01012,Equity
GROVY,INE343C01012,Equity
SCTL,INE452S01025,Equity
CREATIVE,INE146E01015,Equity
AAYUSH,INE430R01023,Equity
VALLEY,INE834E01016,Equity
ABHIINFRA,INE281P01016,Equity
APOORVA,INE217S01014,Equity
AGRIBIO,INE679E01015,Equity
FMEC,INE108T01021,Equity
DEEPAI,INE005G01026,Equity
MALTLAND,INE994N01019,Equity
SUPHA,INE549S01036,Equity
SHIVA,INE728Q01014,Equity
MISHTANN,INE094S01041,Equity
DELTA,INE681Q01015,Equity
AMPL,INE727C01024,Equity
KEL,INE079C01012,Equity
BLUECLOUDS,INE373T01047,Equity
KEIL,INE534E01020,Equity
KAMATS,INE564S01019,Equity
ACEMEN,INE023R01018,Equity
BFLAFL,INE948Q01018,Equity
RGF,INE684D01025,Equity
RCL,INE792P01020,Equity
KAPILRAJ,INE332Q01023,Equity
GANGAPHARM,INE615T01017,Equity
DAL,INE874E01012,Equity
MOBAVENUE,INE622Q01027,Equity
SHIVKAMAL,INE429R01017,Equity
RGCORP,INE836D01013,Equity
IFINSER,INE064T01018,Equity
HILIKS,INE966Q01010,Equity
HYPERSOFT,INE039D01014,Equity
FREDUN,INE194R01017,Equity
RELICAB,INE773T01014,Equity
VKAL,INE427T01025,Equity
MEAPL,INE250S01015,Equity
MNIL,INE216Q01010,Equity
DARJEELING,INE830S01014,Equity
ADVIKCA,INE178T01024,Equity
KDML,INE030U01025,Equity
UMIYA,INE173U01015,Equity
CHDCHEM,INE043U01010,Equity
LELAVOIR,INE204S01012,Equity
MUDRA,INE967S01014,Equity
BALGOPAL,INE119R01014,Equity
SUPERIOR,INE574R01028,Equity
FRANKLIN,INE399S01010,Equity
LANCER,INE359U01028,Equity
GHUSHINE,INE009U01011,Equity
DARSHANORNA,INE671T01028,Equity
SPICELOUNG,INE631E01024,Equity
DIDL,INE642P01019,Equity
SNIM,INE730R01042,Equity
RGIL,INE364S01014,Equity
LIKHAMI,INE920T01011,Equity
MIL,INE858Q01019,Equity
YASHCHEM,INE571U01010,Equity
BAZELINTER,INE217E01014,Equity
JLL,INE919T01013,Equity
ZEAL,INE819S01025,Equity
SIDH,INE403L01015,Equity
TITAANIUM,INE120V01014,Equity
CFEL,INE700F01024,Equity
EASTWEST,INE595R01023,Equity
COLORCHIPS,INE621I01042,Equity
LAHL,INE213U01019,Equity
GOLDENCREST,INE222U01010,Equity
AMS,INE345U01019,Equity
SHIVAEXPO,INE191V01015,Equity
MITSU,INE317V01016,Equity
SPRAYKING,INE537U01037,Equity
DHATRE,INE715T01031,Equity
RSTL,INE367U01013,Equity
GAMCO,INE890S01026,Equity
SIIL,INE400R01018,Equity
IISL,INE818R01011,Equity
ARCFIN,INE202R01026,Equity
SAGARSOFT,INE184B01012,Equity
DRA,INE746V01016,Equity
ACML,INE427V01013,Equity
SHASHIJIT,INE700V01021,Equity
BINDALEXPO,INE564V01013,Equity
MHEL,INE957U01011,Equity
DIKSAT,INE942P01013,Equity
PURPLE,INE905R01016,Equity
SUPRAPFSL,INE268T01015,Equity
SOUTHERNIN,INE298B01010,Equity
REGENCY,INE964R01013,Equity
SALEM,INE894E01028,Equity
UPROTECH,INE448F01012,Equity
FRANKLININD,INE789R01022,Equity
LKPSEC,INE341H01023,Equity
OSIAJEE,INE186R01013,Equity
CMBL,INE850R01014,Equity
EIKO,INE666Q01016,Equity
SHASHANK,INE508R01018,Equity
NEWLIGHT,INE835U01027,Equity
VSL,INE607V01028,Equity
MTPL,INE245H01018,Equity
SHANGAR,INE118R01032,Equity
GLCL,INE804Q01013,Equity
FLORACORP,INE318U01016,Equity
SKL,INE459U01018,Equity
RAIDEEPIND,INE923R01019,Equity
SUERYAAKNI,INE249U01013,Equity
TANVI,INE978V01015,Equity
PARMAX,INE240T01014,Equity
LLFICL,INE715Q01029,Equity
DANUBE,INE575D01041,Equity
IFL,INE714U01024,Equity
ONTIC,INE989S01042,Equity
CHEMCRUX,INE298W01016,Equity
MAXIMUS,INE544W01021,Equity
MANAS,INE800W01019,Equity
PRIMEFRESH,INE442V01012,Equity
OCEANIC,INE711V01010,Equity
OCTAWARE,INE208U01019,Equity
ESCORP,INE953W01016,Equity
PARMSILK,INE808R01012,Equity
KMSMEDI,INE870V01014,Equity
CLFL,INE949C01016,Equity
STARLENT,INE594W01042,Equity
KANUNGO,INE453S01015,Equity
MEERA,INE343X01026,Equity
GKL,INE986W01016,Equity
YUG,INE796W01019,Equity
VARIMAN,INE717F01028,Equity
RIDDHICORP,INE325X01015,Equity
CONTAINER,INE319U01022,Equity
GEL,INE721X01023,Equity
7NR,INE413X01035,Equity
JIGAR,INE943X01015,Equity
CTCL,INE931X01010,Equity
GSTL,INE632W01016,Equity
CHOTHANI,INE344X01016,Equity
SMRUTHIORG,INE172E01011,Equity
SHISHIND,INE145Y01023,Equity
ANG,INE236W01016,Equity
KCDGROUP,INE185U01035,Equity
PROCLB,INE438C01010,Equity
PQIF,INE689M01025,Equity
AAYUSHBULL,INE777X01017,Equity
TTFL,INE071Y01013,Equity
POOJA,INE973X01012,Equity
SAYAJIIND,INE327G01032,Equity
VANTABIO,INE695X01011,Equity
MEHAI,INE062Y01020,Equity
SGRL,INE414Y01015,Equity
STL,INE402Y01028,Equity
KAARYAFSL,INE282Y01016,Equity
SBRANDS,INE204Y01010,Equity
SHARIKA,INE669Y01022,Equity
ASPIRA,INE500C01017,Equity
RATNABHUMI,INE821Y01011,Equity
MRCAGRO,INE333Y01017,Equity
DML,INE158R01012,Equity
CRYSTAL,INE994R01028,Equity
CHANDRIMA,INE371F01024,Equity
RITHWIKFMS,INE819Y01015,Equity
JFL,INE841Y01019,Equity
7SEASL,INE454F01010,Equity
TIRUFOAM,INE115G01015,Equity
SRUSTEELS,INE425C01017,Equity
GGL,INE063Z01017,Equity
GUJHYSPIN,INE578V01013,Equity
KENVI,INE923Y01023,Equity
TDSL,INE773Y01014,Equity
BHATIA,INE341Z01025,Equity
YSL,INE868X01014,Equity
KANCOTEA,INE398L01017,Equity
ANGEL,INE339Z01011,Equity
INFLAME,INE464Z01017,Equity
BPLPHARMA,INE365Y01019,Equity
SHREESHAY,INE452Z01012,Equity
ACFL,INE758W01019,Equity
ACTIVE,INE380Z01015,Equity
BENARA,INE495Z01011,Equity
LEX,INE860Y01019,Equity
TRL,INE459Z01017,Equity
DLCL,INE871Z01013,Equity
MILEFUR,INE424Z01011,Equity
UHZAVERI,INE556Z01010,Equity
PARVATI,INE295Z01015,Equity
INNOVATORS,INE870Z01015,Equity
UCIL,INE926R01012,Equity
PALMJEWELS,INE838Z01012,Equity
WAA,INE799N01012,Equity
UNICK,INE250G01010,Equity
RAJNISH,INE685Z01033,Equity
GUJWIND,INE173V01013,Equity
STRAEXPO,INE268X01017,Equity
RAWEDGE,INE960Z01014,Equity
SUPERSHAKT,INE00SY01011,Equity
ASHNI,INE694W01024,Equity
RACONTEUR,INE00WY01013,Equity
VIVANTA,INE299W01022,Equity
FRATELLI,INE401Z01019,Equity
AMINTAN,INE572Z01017,Equity
DEEP,INE00IY01012,Equity
SMEL,INE266S01011,Equity
ASRL,INE01B501018,Equity
SPACEINCUBA,INE797Z01028,Equity
RANJEET,INE01A501027,Equity
MACH,INE004Z01011,Equity
INNOVATIVE,INE492Y01011,Equity
A1L,INE911Z01025,Equity
DOLFIN,INE666Y01010,Equity
SHUBHAM,INE01J501010,Equity
SUNRETAIL,INE206Z01020,Equity
SMGOLD,INE00Q901014,Equity
VIVIDM,INE647Z01025,Equity
PHOSPHATE,INE398C01016,Equity
RONI,INE02AP01013,Equity
SKIFL,INE951Z01013,Equity
DGL,INE01GR01018,Equity
ARYAN,INE016X01010,Equity
NIVAKA,INE139E01028,Equity
DECCAN,INE452W01019,Equity
HIKLASS,INE302R01024,Equity
SPACAPS,INE726X01014,Equity
JONJUA,INE793Z01027,Equity
KRANTI,INE911T01010,Equity
GLAAMUP,INE03CM01014,Equity
MAHIP,INE00CX01017,Equity
AIHL,INE342U01016,Equity
JYOTIN,INE043R01016,Equity
AGOL,INE05FR01029,Equity
HBEL,INE02PC01027,Equity
ROOPSHRI,INE03WT01017,Equity
CHANDNIMACH,INE01GZ01011,Equity
NSL,INE01BL01012,Equity
VRFILMS,INE06LG01010,Equity
GKP,INE05QJ01015,Equity
EVANS,INE06TD01010,Equity
BMW,INE374E01021,Equity
CHCL,INE05BN01027,Equity
DEL,INE413F01016,Equity
HARISH,INE01K301012,Equity
PARSHVA,INE05MV01019,Equity
ARL,INE02GA01012,Equity
CPML,INE056001014,Equity
SKIEL,INE04ST01013,Equity
TRANSPACT,INE06YD01010,Equity
ALPHALOGIC,INE08E401029,Equity
NOVATEOR,INE08JY01013,Equity
MISQUITA,INE957W01025,Equity
GALACTICO,INE906Y01028,Equity
VEL,INE560T01015,Equity
GOBLIN,INE492Z01018,Equity
SHAHLON,INE052001026,Equity
MOUNT,INE444X01014,Equity
ANUROOP,INE490Z01012,Equity
EASUN,INE771C01014,Equity
VALENCIA,INE08RT01016,Equity
ASSAMENT,INE165G01010,Equity
GIANLIFE,INE063601012,Equity
TRANWAY21,INE0BIW01023,Equity
VARDHANCFL,INE128G01018,Equity
CBPL,INE07QQ01016,Equity
OCTAVIUSPL,INE117S01016,Equity
SMAUTO,INE0C4I01011,Equity
ROJL,INE0BDU01028,Equity
COSPOWER,INE0CQB01010,Equity
NIRMITEE,INE0CPQ01010,Equity
NATURAL,INE06MM01016,Equity
REGIS,INE745R01024,Equity
BILLWIN,INE0CRS01012,Equity
SAMRATFORG,INE412J01010,Equity
GMPL,INE0E2801015,Equity
VGIL,INE244W01010,Equity
SHINEFASH,INE0BLY01023,Equity
NETPIX,INE0D5F01013,Equity
RFLL,INE018S01016,Equity
MRP,INE0D7801012,Equity
NIKSTECH,INE0GX601011,Equity
EKI,INE0CPR01018,Equity
RCAN,INE0CQ101015,Equity
ARTEMISADR,INE0D9X01018,Equity
KGES,INE04CO01018,Equity
ADESHWAR,INE0H8J01015,Equity
TIMESGREEN,INE0B6101012,Equity
FOCUS,INE0DXR01010,Equity
AAPLUSTRAD,INE0C5901022,Equity
SHARPLINE,INE647W01014,Equity
AASHKA,INE0EAX01014,Equity
NBL,INE0GOA01018,Equity
POBS,INE0DTJ01015,Equity
PREVEST,INE0GAO01018,Equity
SBLI,INE0DLM01024,Equity
GETALONG,INE0H1201020,Equity
SVRL,INE0HLJ01013,Equity
PROMAX,INE0I2F01015,Equity
SAMOR,INE0GD201014,Equity
ADISHAKTI,INE0CWK01019,Equity
CWD,INE0H8H01019,Equity
SGFRL,INE07GA01011,Equity
OMNIPOTENT,INE0JFE01012,Equity
DMR,INE07L501010,Equity
CLARA,INE0JJS01014,Equity
WITS,INE0IM001015,Equity
ASCENSIVE,INE0E4I01027,Equity
FABINO,INE0DRT01018,Equity
ALKOSIGN,INE0KA601012,Equity
QRIL,INE0KAF01018,Equity
SSTL,INE0JNA01014,Equity
SPITZE,INE0JSJ01014,Equity
EKENNIS,INE0KCM01010,Equity
BCCL,INE0KQ001017,Equity
ACHYUT,INE0K1401020,Equity
EVOQ,INE0JVD01011,Equity
SEML,INE0KPY01017,Equity
DHYAANITR,INE0K5F01014,Equity
EIGHTY,INE0KSN01014,Equity
SFSL,INE0JMN01019,Equity
GLHRL,INE0J2K01014,Equity
FONE4,INE0L3H01014,Equity
NVENTURES,INE0E5R01017,Equity
TIERRA,INE05CY01014,Equity
SILVERPRL,INE0KXN01014,Equity
SCARNOSE,INE0IXR01019,Equity
GOEL,INE0K6L01010,Equity
PGCRL,INE0GTX01019,Equity
SAILANI,INE0KHQ01010,Equity
KESAR,INE0L1C01019,Equity
BRRL,INE0IZQ01016,Equity
JAYANT,INE0KR801019,Equity
VEERKRUPA,INE0ID001024,Equity
HEALTHYLIFE,INE0L3501015,Equity
OLATECH,INE0M3901015,Equity
DPL,INE0MC401013,Equity
EPBIO,INE0D2I01014,Equity
SISL,INE0LU301014,Equity
CONTAINE,INE0M8901010,Equity
MAFIA,INE0KQQ01011,Equity
SRSOLTD,INE0MNV01014,Equity
TLL,INE0MKA01014,Equity
REETECH,INE0MKO01015,Equity
CARGOTRANS,INE0M4L01013,Equity
CNCRD,INE0N0J01014,Equity
CARGOSOL,INE0KZM01011,Equity
STML,INE0MSK01016,Equity
VEDANTASSET,INE0NC801013,Equity
PACE,INE0N1L01018,Equity
DAPS,INE975Z01012,Equity
TECHNOPACK,INE0MXP01015,Equity
AMBOAGRI,INE0N6V01016,Equity
GARGI,INE0NT601018,Equity
DRONACHRYA,INE0MQD01015,Equity
AVEER,INE09BN01011,Equity
REXSEAL,INE0MFT01014,Equity
SVS,INE0MID01012,Equity
LOGICA,INE0BSU01018,Equity
DHARNI,INE0M9Q01011,Equity
TRANSVOY,INE0MPU01011,Equity
EARTH,INE0O4V01010,Equity
INDONG,INE0KN201016,Equity
SEALMATIC,INE0O4601016,Equity
ROBU,INE0OLH01013,Equity
PATRON,INE0NPA01011,Equity
SVJ,INE0JZS01010,Equity
AMANAYA,INE0G1V01016,Equity
RESGEN,INE0NYN01016,Equity
ITCONS,INE0O6A01019,Equity
PCL,INE0OKG01017,Equity
SUDARSHAN,INE00TV01023,Equity
LABELKRAFT,INE0NLJ01011,Equity
BRIGHT,INE0OMI01019,Equity
COMMAND,INE0LKQ01012,Equity
DEVLAB,INE0NIJ01025,Equity
JAFINANCE,INE825B01010,Equity
MAIDEN,INE0O1T01010,Equity
EXHICON,INE0O8901016,Equity
SANCODE,INE0P7001013,Equity
RETINA,INE0NTC01019,Equity
INNOKAIZ,INE0LDI01022,Equity
SWATIPRO,INE210F01016,Equity
HSIL,INE0GYI01028,Equity
CFF,INE0NJ001013,Equity
COMRADE,INE0NXA01015,Equity
SONALIS,INE0N5O01013,Equity
BIZOTIC,INE0OJ401014,Equity
ASIAN,INE04Z101016,Equity
COSMICCRF,INE0ORA01015,Equity
VEEFIN,INE0Q0M01015,Equity
MACIND,INE01BT01015,Equity
ALPHAIND,INE0NZF01019,Equity
ACCELERATE,INE0POP01017,Equity
KAKA,INE0P3N01018,Equity
AHASOLAR,INE0NEV01011,Equity
ASARFI,INE0DN001027,Equity
KHAZANCHI,INE0OWC01011,Equity
SHELTER,INE013V01011,Equity
SHOORA,INE0OJZ01019,Equity
BONDADA,INE0Q8P01029,Equity
SHRAAITECH,INE489B01031,Equity
KAHAN,INE04T901017,Equity
QUESTFLOW,INE0OYE01013,Equity
TECHKGREEN,INE0P4P01011,Equity
ARCL,INE372M01010,Equity
ORGANICREC,INE0MIO01019,Equity
CCAL,INE0M7501019,Equity
SUNITATOOL,INE0Q1S01010,Equity
VIVAA,INE0PA601017,Equity
VPL,INE0Q6901013,Equity
KKSHL,INE0OH401016,Equity
MISHDESIGN,INE0QI101019,Equity
KALYANI,INE0N6U01018,Equity
ARROWHEAD,INE0PP401015,Equity
SPL,INE0RDR01012,Equity
DEEPAKCHEM,INE0RDM01013,Equity
AMIC,INE0P9J01013,Equity
SIYARAM,INE0QSK01017,Equity
BENCHMARK,INE0Q2Z01013,Equity
SMARITIME,INE0PSJ01011,Equity
SHANTIDENM,INE0QZQ01019,Equity
AIKPIPES,INE0QFT01015,Equity
MCPL,INE0A6N01026,Equity
SBVCL,INE0RNZ01014,Equity
SHILINDORE,INE0MGS01014,Equity
SWANAGRO,INE0GEN01012,Equity
SHREE,INE0QIS01011,Equity
SHPLPUNE,INE07G501017,Equity
QLL,INE0Q1R01012,Equity
EUPHORIAIT,INE0PYT01018,Equity
BRISK,INE0Q6L01014,Equity
HARSHDEEP,INE0OLZ01015,Equity
MCFL,INE0R5Z01015,Equity
GPSL,INE0QZF01012,Equity
JGTL,INE0QXV01014,Equity
RUDRAGAS,INE0OYK01010,Equity
KOURA,INE0M8R01011,Equity
PESB,INE510U01018,Equity
ROYAL,INE0QQG01019,Equity
KPGEL,INE0QVH01025,Equity
CHATHA,INE0AH901011,Equity
GCONNECT,INE0QHY01011,Equity
VRUDDHI,INE0OMZ01013,Equity
JAYKAILASH,INE0MSS01019,Equity
GVL,INE0S0701019,Equity
FAALCON,INE0Q9W01015,Equity
SHIVAM,INE0SGR01013,Equity
EMMFORCE,INE0SDC01012,Equity
VARYAA,INE0R6801013,Equity
AMKAY,INE0QSB01016,Equity
DKUAL,INE0QXT01018,Equity
STAL,INE0RGM01016,Equity
FTL,INE0QOQ01013,Equity
TGIF,INE0SMU01015,Equity
AZTEC,INE0SCB01016,Equity
PIOTEX,INE0R4W01015,Equity
ASSOCIATED,INE0RIQ01013,Equity
ADTECH,INE257C01014,Equity
TOTEM,INE0TT901016,Equity
MAGENTA,INE0QZ901011,Equity
SATTRIX,INE0QUV01010,Equity
3CIT,INE0R7D01018,Equity
PURPLEFIN,INE0CYK01015,Equity
COTFAB,INE0S0I01011,Equity
GEMENVIRO,INE0RUJ01013,Equity
DFPL,INE0S6R01027,Equity
NPL,INE0PO601011,Equity
ACLD,INE0T3401029,Equity
THREEMPAPE,INE0UK501010,Equity
VVIPIL,INE0MNP01016,Equity
CTLLAB,INE0QMR01015,Equity
KIZI,INE0RMR01013,Equity
AFCOM,INE0OXY01013,Equity
BROACH,INE0SFZ01018,Equity
RAL,INE0SK201011,Equity
RAPID,INE0QA901010,Equity
TRAVELS,INE0SG001011,Equity
NHL,INE0N4701016,Equity
MACHLTD,INE0UYT01018,Equity
SSL,INE0LY301010,Equity
SAFE,INE0Q3401017,Equity
PFL,INE0PZB01013,Equity
NEXXUS,INE0QUL01011,Equity
SUBAM,INE0U6201010,Equity
NPFL,INE471R01019,Equity
KGVL,INE0S9501014,Equity
SHIVTEXCHEM,INE0YRO01015,Equity
MANGALCOMP,INE0RU901015,Equity
RAJESH,INE0VN801010,Equity
NISUS,INE0DQN01013,Equity
TTC,INE0XAY01012,Equity
JUNGLECAMP,INE0WCH01015,Equity
HILLTONE,INE168C01013,Equity
YASHHV,INE00GK01023,Equity
HAMPS,INE0QBD01018,Equity
NACDAC,INE0LB101011,Equity
CITICHEM,INE0A8401016,Equity
TECHNICHEM,INE0ZHT01012,Equity
VANDU,INE0RH001011,Equity
PARMESHWAR,INE0QQJ01021,Equity
DAVIN,INE0Q2L01013,Equity
FABCLEAN,INE0HSD01011,Equity
INDOBELL,INE0FK501019,Equity
BRGIL,INE00ST01011,Equity
AVAX,INE0NQ401024,Equity
RIKHAV,INE0CFH01028,Equity
LGLL,INE12QA01010,Equity
CNINFOTECH,INE0WXM01011,Equity
RRECL,INE0AK901016,Equity
CLN,INE0WDX01010,Equity
GBLOGISTIC,INE0RWU01016,Equity
HMEML,INE0DZD01015,Equity
MALPANI,INE0YON01014,Equity
AMWILL,INE0U2L01017,Equity
SOLARIUM,INE0W0H01017,Equity
COVANCE,INE0R8101016,Equity
SHANMUGA,INE0TD301017,Equity
LKMEHTA,INE0FFF01017,Equity
SWASTH,INE0TIR01017,Equity
BEEZAASAN,INE13VU01016,Equity
NUKLEUS,INE0VYX01018,Equity
VIKRAMAR,INE0NR501012,Equity
SHREENATH,INE0RXS01018,Equity
NAPSGLOBAL,INE0VNH01014,Equity
PSPL,INE0ABU01016,Equity
SUPERIRON,INE16IQ01014,Equity
PPARIVAH,INE0SMW01011,Equity
DESCO,INE0TGG01014,Equity
IDENTIXWEB,INE0PA401012,Equity
RETAGGIO,INE0KWJ01014,Equity
SPINAROO,INE10XX01012,Equity
INFONATIVE,INE12IB01015,Equity
KENRIK,INE0AOG01018,Equity
SRIGEE,INE0RJ901010,Equity
MANOJJEWEL,INE0MV001018,Equity
UNIFIED,INE1ABX01018,Equity
ASTONEALAB,INE0TG901011,Equity
3BFILMS,INE0TE101010,Equity
ATENPAPERS,INE0XCV01014,Equity
ABRFL,INE0ZDY01011,Equity
AJCJEWEL,INE0XRR01010,Equity
ICON,INE0Y0E01012,Equity
SEVL,INE0SC101013,Equity
ACEALPHA,INE0S9X01011,Equity
VALINDIA,INE130701019,Equity
NEETUYOSHI,INE0UZO01024,Equity
ADCOUNTY,INE0W1601012,Equity
VANDAN,INE0RDJ01019,Equity
MARCLOIRE,INE0TBQ01014,Equity
CRYOGENIC,INE0TL001013,Equity
METAINFO,INE162901016,Equity
CHEMKART,INE0VWL01017,Equity
GLEN,INE0UMC01019,Equity
APL,INE0SJX01015,Equity
MONIKA,INE0LCG01010,Equity
SWASTIKAAL,INE0PTF01017,Equity
MSECL,INE0V0L01028,Equity
SHREEREF,INE0FMZ01045,Equity
PATELCHEM,INE161701011,Equity
REPONO,INE15WN01014,Equity
UML,INE1P1A01018,Equity
NSDL,INE301O01023,Equity
BDI,INE1LJ801017,Equity
TAKYON,INE14OX01013,Equity
MEHUL,INE1KH601014,Equity
BLT,INE0W4K01013,Equity
ESSEX,INE1IBY01019,Equity
STARIMAGIN,INE0YG001013,Equity
ICODEX,INE111601014,Equity
LGT,INE191201016,Equity
GLOBTIER,INE12P601017,Equity
NISMGMT,INE0M3X01010,Equity
OVAL,INE0RTI01017,Equity
ABRIL,INE15MX01014,Equity
SUGSLLOYD,INE0XX801016,Equity
RACHIT,INE0ZN101029,Equity
GOELCONS,INE0ZOM01013,Equity
AUSTERE,INE104201012,Equity
SHARVAYA,INE0UJF01018,Equity
VASHISHTHA,INE0WRP01016,Equity
KRUPALU,INE0XZB01017,Equity
NCML,INE346R01013,Equity
