amfi_code,isin,name,category,sub_category,amc,plan,payout
120348,INF205K01LE4,Invesco India Contra Fund - Direct Plan - Growth,Equity Scheme,Contra Fund,Invesco Mutual Fund,Direct,Growth
119769,INF174K01KZ9,Kotak Contra Fund - Direct Plan - Growth,Equity Scheme,Contra Fund,Kotak Mahindra Mutual Fund,Direct,Growth
154337,INF247L01GW6,Motilal Oswal Contra Fund - Direct – Growth,Equity Scheme,Contra Fund,Motilal Oswal Mutual Fund,Direct,Growth
119835,INF200K01RA0,SBI CONTRA FUND - DIRECT PLAN - GROWTH,Equity Scheme,Contra Fund,SBI Mutual Fund,Direct,Growth
119507,INF209K01WA1,Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan,Equity Scheme,Dividend Yield Fund,Aditya Birla Sun Life Mutual Fund,Direct,Growth
152810,INF251K01TV5,Baroda BNP Paribas Dividend Yield Fund - Direct Plan - Growth Option,Equity Scheme,Dividend Yield Fund,Baroda BNP Paribas Mutual Fund,Direct,Growth
118527,INF090I01IT8,Franklin India Dividend Yield Fund - Direct - Growth,Equity Scheme,Dividend Yield Fund,Franklin Templeton Mutual Fund,Direct,Growth
148609,INF179KC1AO6,HDFC Dividend Yield Fund - Growth Option Direct Plan,Equity Scheme,Dividend Yield Fund,HDFC Mutual Fund,Direct,Growth
129312,INF109KA1UA0,ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option,Equity Scheme,Dividend Yield Fund,ICICI Prudential Mutual Fund,Direct,Growth
154097,INF174KA1YI5,Kotak Dividend Yield Fund - Direct - Growth,Equity Scheme,Dividend Yield Fund,Kotak Mahindra Mutual Fund,Direct,Growth
152022,INF397L01LC1,LIC MF Dividend Yield Fund-Direct Plan-Growth,Equity Scheme,Dividend Yield Fund,LIC Mutual Fund,Direct,Growth
151478,INF200KA14W3,SBI Dividend Yield Fund - Direct Plan - Growth,Equity Scheme,Dividend Yield Fund,SBI Mutual Fund,Direct,Growth
149700,INF173K01EV3,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund) - Direct Plan - Growth Option,Equity Scheme,Dividend Yield Fund,Sundaram Mutual Fund,Direct,Growth
148947,INF277K015Z8,Tata Dividend Yield Fund-Direct Plan-Growth,Equity Scheme,Dividend Yield Fund,Tata Mutual Fund,Direct,Growth
120749,INF789F01SW4,UTI-Dividend Yield Fund.-Growth-Direct,Equity Scheme,Dividend Yield Fund,UTI Mutual Fund,Direct,Growth
151165,INF579M01AN2,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,Equity Scheme,ELSS,360 ONE Mutual Fund,Direct,Growth
119544,INF209K01UN8,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,Equity Scheme,ELSS,Aditya Birla Sun Life Mutual Fund,Direct,Growth
120503,INF846K01EW2,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Equity Scheme,ELSS,Axis Mutual Fund,Direct,Growth
153201,INF0QA701AK0,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - GROWTH,Equity Scheme,ELSS,Bajaj Finserv Mutual Fund,Direct,Growth
118473,INF194K01Y29,BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth,Equity Scheme,ELSS,Bandhan Mutual Fund,Direct,Growth
119351,INF761K01884,BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth,Equity Scheme,ELSS,Bank of India Mutual Fund,Direct,Growth
150159,INF251K01HF3,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - Growth Option,Equity Scheme,ELSS,Baroda BNP Paribas Mutual Fund,Direct,Growth
118285,INF760K01EL8,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,Equity Scheme,ELSS,Canara Robeco Mutual Fund,Direct,Growth
119242,INF740K01OK1,DSP ELSS Tax Saver Fund - Direct Plan - Growth,Equity Scheme,ELSS,DSP Mutual Fund,Direct,Growth
118620,INF754K01CA8,Edelweiss ELSS Tax Saver Fund - Direct Plan-Growth Option,Equity Scheme,ELSS,Edelweiss Mutual Fund,Direct,Growth
118540,INF090I01JS8,Franklin India ELSS Tax Saver Fund - Direct - Growth,Equity Scheme,ELSS,Franklin Templeton Mutual Fund,Direct,Growth
141808,INF666M01DK7,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option,Equity Scheme,ELSS,Groww Mutual Fund,Direct,Growth
119060,INF179K01YS4,HDFC ELSS Tax saver - Growth Option - Direct Plan,Equity Scheme,ELSS,HDFC Mutual Fund,Direct,Growth
118929,INF179K01WX8,HDFC Long Term Advantage Plan - Growth Option - Direct Plan,Equity Scheme,ELSS,HDFC Mutual Fund,Direct,Growth
151078,INF917K01GP0,HSBC ELSS Tax saver Fund - Direct Growth,Equity Scheme,ELSS,HSBC Mutual Fund,Direct,Growth
120592,INF109K01Y31,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth,Equity Scheme,ELSS,ICICI Prudential Mutual Fund,Direct,Growth
120416,INF205K01NT8,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth,Equity Scheme,ELSS,Invesco Mutual Fund,Direct,Growth
147541,INF00XX01390,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,Equity Scheme,ELSS,ITI Mutual Fund,Direct,Growth
120494,INF192K01CE3,JM ELSS Tax Saver Fund (Direct) - Growth Option,Equity Scheme,ELSS,JM Financial Mutual Fund,Direct,Growth
119773,INF174K01LI3,Kotak ELSS Tax Saver Fund-Growth - Direct,Equity Scheme,ELSS,Kotak Mahindra Mutual Fund,Direct,Growth
120270,INF767K01EM1,LIC MF ELSS Tax Saver-Direct Plan-Growth,Equity Scheme,ELSS,LIC Mutual Fund,Direct,Growth
139781,INF174V01093,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,Equity Scheme,ELSS,Mahindra Manulife Mutual Fund,Direct,Growth
135781,INF769K01DM9,Mirae Asset ELSS Tax Saver Fund - Direct Plan - Growth,Equity Scheme,ELSS,Mirae Asset Mutual Fund,Direct,Growth
133386,INF247L01569,Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth Option,Equity Scheme,ELSS,Motilal Oswal Mutual Fund,Direct,Growth
135654,INF959L01CD5,Navi ELSS Tax Saver Fund- Direct Plan- Growth Option,Equity Scheme,ELSS,Navi Mutual Fund,Direct,Growth
151471,INF959L01GR6,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN GROWTH,Equity Scheme,ELSS,Navi Mutual Fund,Direct,Growth
118803,INF204K01L55,Nippon India ELSS Tax Saver Fund - Direct Plan Growth Plan - Growth Option,Equity Scheme,ELSS,Nippon India Mutual Fund,Direct,Growth
151611,INF0J8L01115,NJ ELSS Tax Saver Scheme Direct Growth,Equity Scheme,ELSS,NJ Mutual Fund,Direct,Growth
135601,INF663L01FN5,PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,Equity Scheme,ELSS,PGIM India Mutual Fund,Direct,Growth
147481,INF879O01100,Parag Parikh ELSS Tax Saver Fund- Direct Growth,Equity Scheme,ELSS,PPFAS Mutual Fund,Direct,Growth
120847,INF966L01986,quant ELSS Tax Saver Fund - Growth Option - Direct Plan,Equity Scheme,ELSS,quant Mutual Fund,Direct,Growth
111549,INF082J01069,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,Equity Scheme,ELSS,Quantum Mutual Fund,Direct,Growth
150838,INF0K1H01065,Samco ELSS Tax Saver Fund - Direct Plan - Growth Option,Equity Scheme,ELSS,Samco Mutual Fund,Direct,Growth
119723,INF200K01UM9,SBI ELSS Tax Saver FUND - DIRECT PLAN -GROWTH,Equity Scheme,ELSS,SBI Mutual Fund,Direct,Growth
145819,INF680P01158,Shriram ELSS Tax Saver Fund - Direct Growth,Equity Scheme,ELSS,Shriram Mutual Fund,Direct,Growth
149570,INF173K01HZ7,Sundaram ELSS Tax Saver Fund Direct Plan Growth,Equity Scheme,ELSS,Sundaram Mutual Fund,Direct,Growth
132756,INF277K01I86,Tata ELSS Fund-Growth-Direct Plan,Equity Scheme,ELSS,Tata Mutual Fund,Direct,Growth
118866,INF044D01CG6,Taurus ELSS Tax Saver Fund - Direct Plan - Growth,Equity Scheme,ELSS,Taurus Mutual Fund,Direct,Growth
119307,INF582M01765,Union ELSS Tax Saver Fund - Direct Plan - Growth Option,Equity Scheme,ELSS,Union Mutual Fund,Direct,Growth
120715,INF789F01TF7,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,Equity Scheme,ELSS,UTI Mutual Fund,Direct,Growth
150587,INF03VN01621,WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth,Equity Scheme,ELSS,WhiteOak Capital Mutual Fund,Direct,Growth
151796,INF579M01AS1,360 ONE FLEXICAP FUND-DIRECT PLAN- GROWTH,Equity Scheme,Flexi Cap Fund,360 ONE Mutual Fund,Direct,Growth
154043,INF2JJD01136,Abakkus Flexi Cap Fund - Direct - Growth,Equity Scheme,Flexi Cap Fund,Abakkus Mutual Fund,Direct,Growth
120564,INF209K01XX1,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,Equity Scheme,Flexi Cap Fund,Aditya Birla Sun Life Mutual Fund,Direct,Growth
141925,INF846K01B28,Axis Flexi Cap Fund - Direct Plan - Growth,Equity Scheme,Flexi Cap Fund,Axis Mutual Fund,Direct,Growth
151895,INF0QA701342,Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth,Equity Scheme,Flexi Cap Fund,Bajaj Finserv Mutual Fund,Direct,Growth
118424,INF194K01W62,BANDHAN Flexi Cap Fund-Direct Plan-Growth,Equity Scheme,Flexi Cap Fund,Bandhan Mutual Fund,Direct,Growth
148404,INF761K01FF5,BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,Equity Scheme,Flexi Cap Fund,Bank of India Mutual Fund,Direct,Growth
150387,INF251K01QZ2,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option,Equity Scheme,Flexi Cap Fund,Baroda BNP Paribas Mutual Fund,Direct,Growth
118275,INF760K01EF0,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,Equity Scheme,Flexi Cap Fund,Canara Robeco Mutual Fund,Direct,Growth
153738,INF226401018,CAPITALMIND FLEXI CAP FUND DIRECT GROWTH,Equity Scheme,Flexi Cap Fund,Capitalmind Mutual Fund,Direct,Growth
119076,INF740K01PI2,DSP Flexi Cap Fund - Direct Plan - Growth,Equity Scheme,Flexi Cap Fund,DSP Mutual Fund,Direct,Growth
140353,INF843K01KK1,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,Equity Scheme,Flexi Cap Fund,Edelweiss Mutual Fund,Direct,Growth
118535,INF090I01FK3,Franklin India Flexi Cap Fund - Direct - Growth,Equity Scheme,Flexi Cap Fund,Franklin Templeton Mutual Fund,Direct,Growth
118955,INF179K01UT0,HDFC Flexi Cap Fund - Growth Option - Direct Plan,Equity Scheme,Flexi Cap Fund,HDFC Mutual Fund,Direct,Growth
152135,INF0R8701046,Helios Flexi Cap Fund - Direct Plan - Growth Option,Equity Scheme,Flexi Cap Fund,Helios Mutual Fund,Direct,Growth
120046,INF336L01DH5,HSBC Flexi Cap Fund - Direct Growth,Equity Scheme,Flexi Cap Fund,HSBC Mutual Fund,Direct,Growth
148990,INF109KC1R14,ICICI Prudential Flexicap Fund - Direct Plan - Growth,Equity Scheme,Flexi Cap Fund,ICICI Prudential Mutual Fund,Direct,Growth
149763,INF205KA1494,Invesco India Flexi Cap Fund - Direct Plan - Growth,Equity Scheme,Flexi Cap Fund,Invesco Mutual Fund,Direct,Growth
151379,INF00XX01CO7,ITI Flexi Cap Fund- Direct Plan- Growth,Equity Scheme,Flexi Cap Fund,ITI Mutual Fund,Direct,Growth
153859,INF22M001093,JioBlackRock Flexi Cap Fund - Direct Plan - Growth Option,Equity Scheme,Flexi Cap Fund,Jio BlackRock Mutual Fund,Direct,Growth
120492,INF192K01CC7,JM Flexicap Fund (Direct) - Growth Option,Equity Scheme,Flexi Cap Fund,JM Financial Mutual Fund,Direct,Growth
120166,INF174K01LS2,Kotak Flexicap Fund - Growth - Direct,Equity Scheme,Flexi Cap Fund,Kotak Mahindra Mutual Fund,Direct,Growth
120264,INF767K01EG3,LIC MF Flexi Cap Fund-Direct Plan-Growth,Equity Scheme,Flexi Cap Fund,LIC Mutual Fund,Direct,Growth
149104,INF174V01AS2,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,Equity Scheme,Flexi Cap Fund,Mahindra Manulife Mutual Fund,Direct,Growth
151412,INF769K01JJ2,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,Equity Scheme,Flexi Cap Fund,Mirae Asset Mutual Fund,Direct,Growth
129046,INF247L01502,Motilal Oswal Flexi cap Fund Direct Plan-Growth Option,Equity Scheme,Flexi Cap Fund,Motilal Oswal Mutual Fund,Direct,Growth
143793,INF959L01DT9,Navi Flexi Cap Fund - Direct Plan - Growth,Equity Scheme,Flexi Cap Fund,Navi Mutual Fund,Direct,Growth
149094,INF204KC1121,Nippon India Flexi Cap Fund - Direct Plan - Growth Plan - Growth Option,Equity Scheme,Flexi Cap Fund,Nippon India Mutual Fund,Direct,Growth
151917,INF0J8L01156,NJ Flexi Cap Fund - Direct Plan - Growth Option,Equity Scheme,Flexi Cap Fund,NJ Mutual Fund,Direct,Growth
154225,INF0S5R01133,Old Bridge Flexi Cap Fund Direct Growth,Equity Scheme,Flexi Cap Fund,Old Bridge Mutual Fund,Direct,Growth
133839,INF663L01FF1,PGIM India Flexi Cap Fund - Direct Plan - Growth Option,Equity Scheme,Flexi Cap Fund,PGIM India Mutual Fund,Direct,Growth
122639,INF879O01027,Parag Parikh Flexi Cap Fund - Direct Plan - Growth,Equity Scheme,Flexi Cap Fund,PPFAS Mutual Fund,Direct,Growth
120843,INF966L01911,quant Flexi Cap Fund - Growth Option-Direct Plan,Equity Scheme,Flexi Cap Fund,quant Mutual Fund,Direct,Growth
149450,INF0K1H01024,Samco Flexi Cap Fund - Direct Plan - Growth Option,Equity Scheme,Flexi Cap Fund,Samco Mutual Fund,Direct,Growth
119718,INF200K01UG1,SBI Flexicap Fund - DIRECT PLAN - Growth Option,Equity Scheme,Flexi Cap Fund,SBI Mutual Fund,Direct,Growth
144905,INF680P01109,Shriram Flexi Cap Fund - Direct Growth,Equity Scheme,Flexi Cap Fund,Shriram Mutual Fund,Direct,Growth
150571,INF903JA1LE2,Sundaram Flexicap Fund Direct Growth,Equity Scheme,Flexi Cap Fund,Sundaram Mutual Fund,Direct,Growth
144546,INF277K015K0,Tata Flexi Cap Fund-Direct Plan-Growth,Equity Scheme,Flexi Cap Fund,Tata Mutual Fund,Direct,Growth
118883,INF044D01BU9,Taurus Flexi Cap Fund - Direct Plan - Growth,Equity Scheme,Flexi Cap Fund,Taurus Mutual Fund,Direct,Growth
153872,INF2F0001040,THE WEALTH COMPANY FLEXI CAP FUND - DIRECT GROWTH,Equity Scheme,Flexi Cap Fund,The Wealth Company Mutual Fund,Direct,Growth
152584,INF0GCD01743,TRUSTMF Flexi Cap Fund-Direct Plan- Growth,Equity Scheme,Flexi Cap Fund,Trust Mutual Fund,Direct,Growth
153543,INF1MIY01031,Unifi Flexi Cap Fund - Direct Growth,Equity Scheme,Flexi Cap Fund,Unifi Mutual Fund,Direct,Growth
119292,INF582M01633,Union Flexi Cap Fund - Direct Plan - Growth Option,Equity Scheme,Flexi Cap Fund,Union Mutual Fund,Direct,Growth
120662,INF789F01TC4,UTI - Flexi Cap Fund-Growth Option - Direct,Equity Scheme,Flexi Cap Fund,UTI Mutual Fund,Direct,Growth
150346,INF03VN01530,WhiteOak Capital Flexi Cap Fund Direct Plan-Growth,Equity Scheme,Flexi Cap Fund,WhiteOak Capital Mutual Fund,Direct,Growth
131580,INF579M01902,360 ONE Focused Fund-Direct Plan-Growth,Equity Scheme,Focused Fund,360 ONE Mutual Fund,Direct,Growth
119564,INF209K01WE3,Aditya Birla Sun Life Focused Fund - Growth - Direct Plan,Equity Scheme,Focused Fund,Aditya Birla Sun Life Mutual Fund,Direct,Growth
120468,INF846K01CQ8,Axis Focused Fund - Direct Plan - Growth Option,Equity Scheme,Focused Fund,Axis Mutual Fund,Direct,Growth
118421,INF194K01W21,Bandhan Focused Fund - Direct Plan - Growth,Equity Scheme,Focused Fund,Bandhan Mutual Fund,Direct,Growth
150264,INF251K01PN0,BARODA BNP PARIBAS Focused Fund - Direct Plan - Growth Option,Equity Scheme,Focused Fund,Baroda BNP Paribas Mutual Fund,Direct,Growth
148883,INF760K01JQ6,Canara Robeco Focused Fund - Direct Plan - Growth Option,Equity Scheme,Focused Fund,Canara Robeco Mutual Fund,Direct,Growth
119096,INF740K01OB0,DSP Focused Fund - Direct Plan - Growth,Equity Scheme,Focused Fund,DSP Mutual Fund,Direct,Growth
150376,INF754K01OP1,Edelweiss Focused Fund - Direct Plan - Growth,Equity Scheme,Focused Fund,Edelweiss Mutual Fund,Direct,Growth
118564,INF090I01IW2,Franklin India Focused Equity Fund - Direct - Growth,Equity Scheme,Focused Fund,Franklin Templeton Mutual Fund,Direct,Growth
118950,INF179K01VK7,HDFC Focused Fund - Growth Option - Direct Plan,Equity Scheme,Focused Fund,HDFC Mutual Fund,Direct,Growth
148411,INF336L01PB2,HSBC Focused Fund - Direct Growth,Equity Scheme,Focused Fund,HSBC Mutual Fund,Direct,Growth
120722,INF109K018N2,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,Equity Scheme,Focused Fund,ICICI Prudential Mutual Fund,Direct,Growth
148481,INF205KA1213,Invesco India Focused Fund - Direct Plan - Growth,Equity Scheme,Focused Fund,Invesco Mutual Fund,Direct,Growth
151777,INF00XX01CS8,ITI Focused Fund - Direct Plan - Growth,Equity Scheme,Focused Fund,ITI Mutual Fund,Direct,Growth
120488,INF192K01BW7,JM Focused Fund (Direct)  - Growth Option,Equity Scheme,Focused Fund,JM Financial Mutual Fund,Direct,Growth
147473,INF174KA1EN7,Kotak Focused Fund- Direct Plan- Growth option,Equity Scheme,Focused Fund,Kotak Mahindra Mutual Fund,Direct,Growth
152010,INF397L01KA7,LIC MF Focused Fund-Direct Plan-Growth,Equity Scheme,Focused Fund,LIC Mutual Fund,Direct,Growth
148567,INF174V01AG7,Mahindra Manulife Focused Fund - Direct Plan -Growth,Equity Scheme,Focused Fund,Mahindra Manulife Mutual Fund,Direct,Growth
147206,INF769K01EU0,Mirae Asset Focused Fund Direct Plan Growth,Equity Scheme,Focused Fund,Mirae Asset Mutual Fund,Direct,Growth
122389,INF247L01189,Motilal Oswal Focused Fund - Direct Plan Growth Option,Equity Scheme,Focused Fund,Motilal Oswal Mutual Fund,Direct,Growth
118692,INF204K01F95,Nippon India Focused Fund - Direct Plan Growth Plan - Growth Option,Equity Scheme,Focused Fund,Nippon India Mutual Fund,Direct,Growth
152358,INF0S5R01042,Old Bridge Focused Fund - Direct Growth,Equity Scheme,Focused Fund,Old Bridge Mutual Fund,Direct,Growth
120834,INF966L01853,quant Focused Fund - Growth Option-Direct Plan,Equity Scheme,Focused Fund,quant Mutual Fund,Direct,Growth
119727,INF200K01RJ1,SBI FOCUSED FUND - DIRECT PLAN -GROWTH,Equity Scheme,Focused Fund,SBI Mutual Fund,Direct,Growth
149533,INF173K01EK6,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option,Equity Scheme,Focused Fund,Sundaram Mutual Fund,Direct,Growth
147757,INF277K017X9,Tata Focused Fund-Direct Plan-Growth,Equity Scheme,Focused Fund,Tata Mutual Fund,Direct,Growth
147492,INF582M01FS4,Union Focused Fund - Direct Plan - Growth Option,Equity Scheme,Focused Fund,Union Mutual Fund,Direct,Growth
149091,INF789F1AVA3,UTI Focused Fund - Direct Plan - Growth Option,Equity Scheme,Focused Fund,UTI Mutual Fund,Direct,Growth
119436,INF209K01VH8,Aditya Birla Sun Life Large & Mid Cap Fund - Growth - Direct Plan,Equity Scheme,Large & Mid Cap Fund,Aditya Birla Sun Life Mutual Fund,Direct,Growth
145110,INF846K01J46,Axis Large & Mid Cap Fund - Direct Plan - Growth,Equity Scheme,Large & Mid Cap Fund,Axis Mutual Fund,Direct,Growth
152408,INF0QA701763,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth,Equity Scheme,Large & Mid Cap Fund,Bajaj Finserv Mutual Fund,Direct,Growth
118419,INF194K01V89,Bandhan Large & Mid Cap Fund - Direct Plan - Growth,Equity Scheme,Large & Mid Cap Fund,Bandhan Mutual Fund,Direct,Growth
119350,INF761K01652,BANK OF INDIA Large & Mid Cap Fund Direct Plan-Growth,Equity Scheme,Large & Mid Cap Fund,Bank of India Mutual Fund,Direct,Growth
148474,INF955L01JU2,Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option,Equity Scheme,Large & Mid Cap Fund,Baroda BNP Paribas Mutual Fund,Direct,Growth
118278,INF760K01EI4,CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION,Equity Scheme,Large & Mid Cap Fund,Canara Robeco Mutual Fund,Direct,Growth
119218,INF740K01PL6,DSP Large & Mid Cap Fund - Direct Plan - Growth,Equity Scheme,Large & Mid Cap Fund,DSP Mutual Fund,Direct,Growth
140175,INF843K01AL0,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option,Equity Scheme,Large & Mid Cap Fund,Edelweiss Mutual Fund,Direct,Growth
118510,INF090I01IN1,Franklin India Large & Mid Cap Fund - Direct - Growth,Equity Scheme,Large & Mid Cap Fund,Franklin Templeton Mutual Fund,Direct,Growth
130498,INF179KA1RQ7,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,Equity Scheme,Large & Mid Cap Fund,HDFC Mutual Fund,Direct,Growth
152941,INF0R8701269,Helios Large & Mid Cap Fund - Direct Plan - Growth Option,Equity Scheme,Large & Mid Cap Fund,Helios Mutual Fund,Direct,Growth
146772,INF336L01NV5,HSBC Large & Mid Cap Fund - Direct Growth,Equity Scheme,Large & Mid Cap Fund,HSBC Mutual Fund,Direct,Growth
120596,INF109K011O5,ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth,Equity Scheme,Large & Mid Cap Fund,ICICI Prudential Mutual Fund,Direct,Growth
120357,INF205K01MA0,Invesco India Large & Mid Cap Fund - Direct Plan - Growth,Equity Scheme,Large & Mid Cap Fund,Invesco Mutual Fund,Direct,Growth
152821,INF00XX01DA4,ITI Large & Midcap Fund - Direct Plan - Growth,Equity Scheme,Large & Mid Cap Fund,ITI Mutual Fund,Direct,Growth
153629,INF192K01NK7,JM Large & Mid Cap Fund (Direct) - Growth Option,Equity Scheme,Large & Mid Cap Fund,JM Financial Mutual Fund,Direct,Growth
120158,INF174K01LF9,Kotak Large & Midcap Fund - Direct- Growth,Equity Scheme,Large & Mid Cap Fund,Kotak Mahindra Mutual Fund,Direct,Growth
133710,INF767K01NE9,LIC MF Large & Mid Cap Fund-Direct Plan-Growth,Equity Scheme,Large & Mid Cap Fund,LIC Mutual Fund,Direct,Growth
147840,INF174V01945,Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth,Equity Scheme,Large & Mid Cap Fund,Mahindra Manulife Mutual Fund,Direct,Growth
118834,INF769K01BI1,Mirae Asset Large & Midcap Fund - Direct Plan - Growth,Equity Scheme,Large & Mid Cap Fund,Mirae Asset Mutual Fund,Direct,Growth
147704,INF247L01999,Motilal Oswal Large and Midcap Fund - Direct Plan Growth,Equity Scheme,Large & Mid Cap Fund,Motilal Oswal Mutual Fund,Direct,Growth
135677,INF959L01CH6,Navi Large & Midcap Fund- Direct Plan- Growth Option,Equity Scheme,Large & Mid Cap Fund,Navi Mutual Fund,Direct,Growth
118675,INF204K01E96,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Bonus Option,Equity Scheme,Large & Mid Cap Fund,Nippon India Mutual Fund,Direct,Growth
118678,INF204K01F20,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Growth Option,Equity Scheme,Large & Mid Cap Fund,Nippon India Mutual Fund,Direct,Growth
152382,INF663L01Y12,PGIM India Large and Midcap Fund - Direct Plan - Growth Option,Equity Scheme,Large & Mid Cap Fund,PGIM India Mutual Fund,Direct,Growth
120826,INF966L01648,quant Large & Mid Cap Fund - Growth Option-Direct Plan,Equity Scheme,Large & Mid Cap Fund,quant Mutual Fund,Direct,Growth
153534,INF0K1H01271,Samco Large & Mid Cap Fund - Direct Plan - Growth Option,Equity Scheme,Large & Mid Cap Fund,Samco Mutual Fund,Direct,Growth
119721,INF200K01UJ5,SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth,Equity Scheme,Large & Mid Cap Fund,SBI Mutual Fund,Direct,Growth
119566,INF903J01PR9,Sundaram Large and Midcap Fund Direct Plan - Growth,Equity Scheme,Large & Mid Cap Fund,Sundaram Mutual Fund,Direct,Growth
119202,INF277K01MK8,Tata Large & MId Cap Fund -Direct Plan- Growth Option,Equity Scheme,Large & Mid Cap Fund,Tata Mutual Fund,Direct,Growth
154381,INF2F0001594,The Wealth Company Large & Mid Cap Fund Direct Growth,Equity Scheme,Large & Mid Cap Fund,The Wealth Company Mutual Fund,Direct,Growth
147750,INF582M01GA0,Union Large & Midcap Fund - Direct Plan - Growth Option,Equity Scheme,Large & Mid Cap Fund,Union Mutual Fund,Direct,Growth
120665,INF789F01UG3,UTI Large & Mid Cap Fund - Direct Plan - Growth Option,Equity Scheme,Large & Mid Cap Fund,UTI Mutual Fund,Direct,Growth
152226,INF03VN01845,Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth,Equity Scheme,Large & Mid Cap Fund,WhiteOak Capital Mutual Fund,Direct,Growth
119528,INF209K01YY7,Aditya Birla Sun Life Large Cap Fund - Growth - Direct Plan,Equity Scheme,Large Cap Fund,Aditya Birla Sun Life Mutual Fund,Direct,Growth
120465,INF846K01DP8,Axis Large Cap Fund - Direct Plan - Growth,Equity Scheme,Large Cap Fund,Axis Mutual Fund,Direct,Growth
152783,INF0QA701896,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH,Equity Scheme,Large Cap Fund,Bajaj Finserv Mutual Fund,Direct,Growth
118479,INF194K01Z44,BANDHAN Large Cap Fund-Direct Plan-Growth,Equity Scheme,Large Cap Fund,Bandhan Mutual Fund,Direct,Growth
148980,INF761K01FL3,BANK OF INDIA Large Cap Fund Direct Plan Growth,Equity Scheme,Large Cap Fund,Bank of India Mutual Fund,Direct,Growth
150187,INF251K01HN7,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,Equity Scheme,Large Cap Fund,Baroda BNP Paribas Mutual Fund,Direct,Growth
118269,INF760K01FR2,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION,Equity Scheme,Large Cap Fund,Canara Robeco Mutual Fund,Direct,Growth
119250,INF740K01PR3,DSP Large Cap Fund - Direct Plan - Growth,Equity Scheme,Large Cap Fund,DSP Mutual Fund,Direct,Growth
118617,INF754K01BW4,Edelweiss Large Cap Fund - Direct Plan-Growth option,Equity Scheme,Large Cap Fund,Edelweiss Mutual Fund,Direct,Growth
118531,INF090I01FN7,Franklin India Large Cap Fund- Direct - Growth,Equity Scheme,Large Cap Fund,Franklin Templeton Mutual Fund,Direct,Growth
119133,INF666M01600,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option,Equity Scheme,Large Cap Fund,Groww Mutual Fund,Direct,Growth
119018,INF179K01YV8,HDFC Large Cap Fund - Growth Option - Direct Plan,Equity Scheme,Large Cap Fund,HDFC Mutual Fund,Direct,Growth
